tiempo_inicio,tiempo_fin,user_id,tipo_solicitud,texto_solicitud,caracteristicas,demanda_predicha,servidor_asignado,tiempo_asignacion,tiempo_espera
2024-12-25 23:33:54,2024-12-25 23:52:25,user_inicial_31,codigo,Solicitud inicial de tipo codigo - 0,"{""longitud"": 68, ""tipo"": ""codigo"", ""vector_w2v"": [0.39920200527287464, 0.5307729736253786, 0.5384954052662259, 0.0881463526191183, 0.26355976355256305, 0.9835227890863337, 0.8332739821548841, 0.3595582414898253, 0.08923364594094196, 0.09134301064410288, 0.9412809405354475, 0.7084681303294378, 0.14778331400628997, 0.10933326841766011, 0.03534696012722194, 0.4292760196235388, 0.3652577288428346, 0.3889503391400605, 0.9590519739634973, 0.055160510764633464, 0.3826024053132199, 0.4876295058668829, 0.9951510843200357, 0.6426407908345078, 0.8632187338626259, 0.9045120405731137, 0.9920889618350589, 0.10680935603506025, 0.6538175860782663, 0.9243753889343894, 0.7232579798548433, 0.3210533793218162, 0.28394601585019297, 0.1933356472592891, 0.23816686282168908, 0.7948728086899052, 0.4542045209935206, 0.456116767194489, 0.8356283367859274, 0.9202899444744502, 0.18338108579735002, 0.3123259862859543, 0.22116450950445943, 0.849767647098912, 0.5711979187892817, 0.6863252600023033, 0.19333404817399058, 0.31627347078775225, 0.6235107398993153, 0.7738412244494457, 0.1426442000488295, 0.6736642329830295, 0.4574977971827694, 0.5641562621408271, 0.24292055626529818, 0.22695702124211536, 0.5121420079338834, 0.896601910652709, 0.5551075618283957, 0.23979902562998412, 0.7313234565045078, 0.2327753169288338, 0.8500240841196162, 0.5233378258534274, 0.41334924063582335, 0.5552967235153909, 0.6661650278915708, 0.7980215184776782, 0.4672015862460027, 0.2077479862681899, 0.3319009126297937, 0.9696162578744587, 0.7637424139327679, 0.22208427645216622, 0.0505303063881376, 0.175117932312012, 0.7761634241909311, 0.4084938100637413, 0.6605669844273875, 0.30472503999433564, 0.92806544419719, 0.23644660527523687, 0.8938095236336894, 0.3105614253674268, 0.1873627599958324, 0.1120131754482585, 0.5908473052270459, 0.4583199528251217, 0.9879185506867584, 0.019877218196079793, 0.4993535413411564, 0.39148588029503273, 0.5980730444716593, 0.7534616084683361, 0.3180837436570998, 0.24718027625848427, 0.018365853914913632, 0.8292092189139625, 0.6334835007251879, 0.8525755105620287]}",3.1247122680570416,-1,0.0,0.0
2024-12-25 23:51:26,2024-12-25 23:52:02,user_inicial_26,codigo,Solicitud inicial de tipo codigo - 1,"{""longitud"": 129, ""tipo"": ""codigo"", ""vector_w2v"": [0.7201482306047202, 0.1451484534011256, 0.5473668958313157, 0.8593504764928395, 0.6386853811594173, 0.19398462844001985, 0.9957942460895419, 0.40205762210447127, 0.5624785006584857, 0.6370112106149325, 0.5159992183532564, 0.25421449258142226, 0.7481272030097824, 0.3442462552985436, 0.32376097864320963, 0.9888346184556888, 0.5063004121769269, 0.8960542756378775, 0.33501942111101635, 0.8304691166608489, 0.04863423620715224, 0.8626658407277, 0.5719219765183677, 0.9584807793865567, 0.0029543874272649484, 0.5735125744386007, 0.5101993856437964, 0.9120133003852455, 0.11508917270549401, 0.5804270487440638, 0.550378023609289, 0.3646513477915908, 0.6031792663982547, 0.7083833238712922, 0.6991571182883879, 0.5182081232441514, 0.22651251965913022, 0.09164359513413445, 0.9153956267908164, 0.7340811898895601, 0.6172388814723268, 0.9098017613101886, 0.6440734369248311, 0.07237441267305167, 0.86139833983336, 0.8294545975126063, 0.47288656470952517, 0.6613249444359588, 0.9259042923535163, 0.12904653478646866, 0.06837095178470742, 0.05617265874407429, 0.015732724367172768, 0.7308933793208949, 0.4403428694793238, 0.01708975613040742, 0.9721864041191347, 0.025644552048390334, 0.7364509327428002, 0.6224258751627791, 0.35002593841402163, 0.067909025694885, 0.3361986432346399, 0.1434445487988658, 0.5189748674135577, 0.08261336709424305, 0.38626679439888967, 0.24745174612124932, 0.9392841852734631, 0.11719585218222806, 0.789156281976357, 0.2379210980018296, 0.07020220980761493, 0.46812530347695824, 0.4159954568761707, 0.42780687209828483, 0.6328145256977356, 0.981016570576422, 0.6027395815221617, 0.8048408986679881, 0.7037776611771133, 0.2621119160104163, 0.9362019766877012, 0.7824288989605686, 0.39078753577151903, 0.5431529022631599, 0.48464124694890187, 0.43706837827033107, 0.646203252407645, 0.9477604145906977, 0.9245662083086175, 0.22536101605640746, 0.1219727959767748, 0.11352784457216913, 0.6972550333068024, 0.7882622186066628, 0.4431005473832552, 0.08342253021455248, 0.07713826284509351, 0.9270720078097695]}",3.6298530194504948,-1,0.0,0.0
2024-12-25 23:43:58,2024-12-25 23:51:53,user_inicial_31,compleja,Solicitud inicial de tipo compleja - 2,"{""longitud"": 51, ""tipo"": ""compleja"", ""vector_w2v"": [0.1514413421189793, 0.9783842360564821, 0.24350917350362633, 0.36622673926650107, 0.6031207671456453, 0.7187450851246383, 0.5988970172086212, 0.19437206035401133, 0.28246399961389845, 0.4438944498527745, 0.06585847359952046, 0.3505217307087052, 0.461651924660601, 0.2278214417567067, 0.222786772309025, 0.6228020243263657, 0.6493369838863495, 0.7182808070395901, 0.494659243113879, 0.0398987822681115, 0.6874908317006942, 0.937925502834389, 0.13202522538307648, 0.5035723544147741, 0.8271078266663972, 0.7022488866776146, 0.9317503257731135, 0.2541619160423302, 0.5411736119323709, 0.4491891710173118, 0.32180162506140675, 0.359330811950042, 0.9114816240940623, 0.9495163075892593, 0.932006096754937, 0.8796887056708039, 0.9084893276999982, 0.3972591939219673, 0.8034887987994435, 0.8598728409971155, 0.3555892787567546, 0.9704109498407594, 0.9462971645633039, 0.34125557438984555, 0.9764639473201663, 0.7385228204128688, 0.5671611187797071, 0.8069296195243016, 0.6966240633714555, 0.03448366541179926, 0.8295029107515958, 0.9507553410594718, 0.8815862580343283, 0.059051122151907776, 0.4376353470477784, 0.5335041260934066, 0.3085706105424101, 0.888532297978415, 0.12168844878376739, 0.2082925959466384, 0.9945345229789334, 0.5042465928019951, 0.4638120715408852, 0.00765051185061616, 0.16711543915047167, 0.5793772385465186, 0.13541248239463533, 0.4150338662690699, 0.18643721588678963, 0.9852619281298172, 0.7607593109462917, 0.7043034420843993, 0.18206084922340715, 0.8994851549191122, 0.9789748220335562, 0.4046225997833385, 0.8821154924271517, 0.029702619548119036, 0.8996164292407395, 0.5595983616109462, 0.6211094942669964, 0.036852506589925116, 0.16335768796004924, 0.4276449639498532, 0.045349844831841346, 0.5728721855370281, 0.5698658945192131, 0.9233030955277154, 0.3722170651334369, 0.07567355517188601, 0.24868487005830897, 0.6179753987582275, 0.16827473320263864, 0.26913092140830464, 0.09445050776249486, 0.3461298927519715, 0.9344845491257092, 0.12936056009150332, 0.5734893574137162, 0.12339525957341191]}",3.8998542683226685,-1,0.0,0.0
2024-12-25 23:29:57,2024-12-25 23:52:01,user_inicial_55,codigo,Solicitud inicial de tipo codigo - 3,"{""longitud"": 74, ""tipo"": ""codigo"", ""vector_w2v"": [0.7980916815673351, 0.5819753872892109, 0.5490005766762541, 0.5707585610004018, 0.8222368232617823, 0.7005553396473612, 0.7243644339981657, 0.7961425397069776, 0.15201151073096586, 0.08769288816109022, 0.653584121546531, 0.2743203611475036, 0.3474586950915709, 0.22183725933815368, 0.13876610697972147, 0.23262019843212234, 0.8552442855510839, 0.4376894714340198, 0.9129314437152332, 0.4810649607334081, 0.07331253467027632, 0.34568572643743134, 0.4191991721593843, 0.861555934972883, 0.17937218609767502, 0.1153585302471003, 0.7686596074880245, 0.6878834551915425, 0.8620811142731869, 0.20586343558244058, 0.837997102048896, 0.08066296940587514, 0.020622969648374734, 0.5408173623158079, 0.9174406855118803, 0.8444424181104261, 0.9966936336826224, 0.6736750303482634, 0.5973204777203454, 0.9887047502510236, 0.7379109767892845, 0.1780423923789296, 0.0667647324621663, 0.297512246656374, 0.3723411821847189, 0.704102619636528, 0.7447368308818519, 0.4236618524310799, 0.31709514629568103, 0.12878195103291024, 0.21081282306415317, 0.5020164286874088, 0.6122726833121298, 0.5152769062890672, 0.2805513653116204, 0.28098012513081694, 0.2664005712419867, 0.6998814346903596, 0.7400451219052143, 0.8469519021034292, 0.3058632045922318, 0.45639284337729935, 0.5014851708390222, 0.23581161032436848, 0.8715175590695422, 0.3720140950172164, 0.06285253954104753, 0.49470660049311044, 0.14550536190660557, 0.6143505897551554, 0.587742538351544, 0.8272109951993206, 0.6153257117862814, 0.7381215696342321, 0.3204512923343934, 0.36390503036120203, 0.9550783466236771, 0.8806627011714284, 0.40084017503026104, 0.931217993576078, 0.5992007673036904, 0.6183749437346787, 0.06744784346028287, 0.6488500878359951, 0.9126544072970326, 0.8469935982177799, 0.4849425783252417, 0.13934204559499186, 0.10957279092563654, 0.8445989485929011, 0.5824188482003363, 0.17426177331006143, 0.34498733762472533, 0.609035648798514, 0.3190758150363775, 0.6996880509049771, 0.5125452743691631, 0.9935480044767194, 0.7202267260717738, 0.49814582434735966]}",4.727840469334047,-1,0.0,0.0
2024-12-25 22:57:54,2024-12-25 23:52:07,user_inicial_20,simple,Solicitud inicial de tipo simple - 4,"{""longitud"": 45, ""tipo"": ""simple"", ""vector_w2v"": [0.6495794692424057, 0.15460607798424197, 0.6029327156451725, 0.9709371461394342, 0.2987937533103894, 0.7931881364920009, 0.9757540569998828, 0.6575391834392121, 0.986504867352436, 0.6451940745350577, 0.14673373129601675, 0.41490962678246135, 0.9945245394824884, 0.7396673711090328, 0.7687804422749315, 0.8234827109672634, 0.6714094737894264, 0.9404691565264475, 0.45298678346441235, 0.1820079985121038, 0.5551692149393311, 0.4220383947847338, 0.043129359414997626, 0.2790154392525903, 0.5735636011417257, 0.12560255390353214, 0.944060466797115, 0.49361507644710045, 0.030017275982748948, 0.4607747847023248, 0.019494077513133923, 0.7624436442955963, 0.4565087205245194, 0.7456061420937347, 0.3940958964803206, 0.7401736660932148, 0.7525486991398994, 0.02851726133792709, 0.5268174684714308, 0.3447565609766283, 0.7374429442961151, 0.10684492621189745, 0.2649498805674485, 0.8408310232574878, 0.2125051561218313, 0.8121767225821007, 0.7025441806116961, 0.8167740949242515, 0.3914721111451803, 0.4993638979405848, 0.5743072789905093, 0.5250976811810442, 0.2009969062193594, 0.2518228800746123, 0.602273360724091, 0.2536352382413348, 0.13865627572502082, 0.25680497348602005, 0.5527558892719111, 0.371397898626157, 0.613505468137638, 0.44158576634985547, 0.2605449019918329, 0.18518841830173982, 0.5072529641482618, 0.33804708615770784, 0.4477639290659846, 0.3929876702652588, 0.30631010991471985, 0.9485641063714078, 0.4366133835498066, 0.8768283010170833, 0.026579235715990968, 0.34649726362052813, 0.12281836816623637, 0.2301412045175728, 0.07711874958618359, 0.24128311021521365, 0.24303453306676281, 0.6105857205006815, 0.6954667157102438, 0.2597208620022088, 0.47681766476385434, 0.9349773161317846, 0.40038986566156287, 0.9459745703220279, 0.009133228897175494, 0.12646908435527815, 0.3654850325640523, 0.932667626281878, 0.9740155658987574, 0.4904037044545764, 0.9640173931176812, 0.6618555083406484, 0.2537596197811697, 0.47456843087528067, 0.6306889597782962, 0.8015051276171626, 0.5903573864133225, 0.9362621655110154]}",0.8285446689177515,-1,0.0,0.0
2024-12-25 23:00:13,2024-12-25 23:52:35,user_inicial_96,compleja,Solicitud inicial de tipo compleja - 5,"{""longitud"": 99, ""tipo"": ""compleja"", ""vector_w2v"": [0.5378563182030667, 0.984384045271506, 0.7633866604937687, 0.2745493716267232, 0.9515268942196314, 0.3700486837419278, 0.35365098808115414, 0.28470906245368466, 0.5860447029866312, 0.8764149216544007, 0.6901753309235165, 0.12798066553035337, 0.48837098198843276, 0.3019399595428659, 0.5132133667793646, 0.8794491387751898, 0.7534482051345827, 0.08847529117986452, 0.5011234555827978, 0.009090384661299411, 0.3147254698216655, 0.6377981089913187, 0.3411814454875012, 0.12113324191199715, 0.55282144616552, 0.8316264679333571, 0.48593981221861926, 0.5723368015966239, 0.6059447992755552, 0.6774115740783979, 0.8898203931189436, 0.16649283357300648, 0.42835449350514443, 0.8918393482528167, 0.007773872878988564, 0.5617469694343659, 0.20981850514391287, 0.1483278581401648, 0.00859617598545459, 0.41459439190398906, 0.3343949730753104, 0.41149650685980244, 0.6812268718652009, 0.32774744401651834, 0.8923805772710142, 0.8329595184031932, 0.8907064270751777, 0.6841468047913074, 0.09607942475150022, 0.5566724577198955, 0.9900256098319459, 0.7356798437776072, 0.07099152032894684, 0.8804886262371493, 0.5056667669450932, 0.6599211507630005, 0.6815994053843897, 0.3278528746323094, 0.5661416007738075, 0.79926543286651, 0.3055112632835799, 0.48908670928022047, 0.4723662623375279, 0.9354144312941913, 0.4534700398547591, 0.19645707537358648, 0.8986799401502727, 0.5571991260153143, 0.16830632883187857, 0.9397638599369496, 0.9466602194522332, 0.8034463919942436, 0.20893878519143383, 0.2535224064544691, 0.9580264930695703, 0.8318373015096643, 0.5255122613560234, 0.2247367941795052, 0.7665911253558969, 0.5342792598025303, 0.5046183336255163, 0.4683238233598873, 0.23590980294953845, 0.04913107530642402, 0.44124418608109295, 0.6475186077551709, 0.8489748043698346, 0.5814017480086071, 0.4836163570780555, 0.5547254456517419, 0.07489691562080125, 0.0855135469831404, 0.2409339026838646, 0.06601650428005368, 0.3484223148669867, 0.6584890940110197, 0.0653759472879214, 0.47662894295010194, 0.4676121851129629, 0.7943490741734892]}",2.9589209221594057,-1,0.0,0.0
2024-12-25 23:07:02,2024-12-25 23:52:00,user_inicial_17,compleja,Solicitud inicial de tipo compleja - 6,"{""longitud"": 58, ""tipo"": ""compleja"", ""vector_w2v"": [0.13690478934616213, 0.3022159443634649, 0.5503272524720236, 0.5255673864120765, 0.6210404482405985, 0.11257614597285481, 0.04802470914685342, 0.4956979135031686, 0.5158810034209389, 0.22181737385119105, 0.3502722590308913, 0.45795778236072693, 0.6932756664455929, 0.792343747822259, 0.8631479139401695, 0.7526319511915383, 0.3274830256993845, 0.8371858190276189, 0.8059742285843244, 0.3267843287002389, 0.4391553901465731, 0.32919494033972885, 0.9452152152054544, 0.9965192266317245, 0.48725325211339787, 0.7813834834537563, 0.3811193259350871, 0.44246041626020494, 0.15991623806979705, 0.17666152371737032, 0.49681780179948365, 0.7943538517842162, 0.4186937373769771, 0.5895710101163063, 0.9250203781171277, 0.2849905634820822, 0.42966143905275633, 0.5038561764086452, 0.816314034905791, 0.7440311720124435, 0.1352383763107987, 0.736905730230229, 0.4716620736983652, 0.9714872808989171, 0.027781200173145004, 0.8960699654521507, 0.054371092437575874, 0.21211683425696604, 0.9797567998541208, 0.10972044750363363, 0.16543916208569842, 0.6963641841534178, 0.05083480154304343, 0.2059443593487228, 0.5487302065364531, 0.04377908223255489, 0.6648009086394948, 0.6097612015426868, 0.9348552758335562, 0.8125460077558564, 0.5752412167966973, 0.8461323465335238, 0.46385053209918525, 0.21577307283886626, 0.916975507087565, 0.07226861478749325, 0.584794094356416, 0.3571379905250851, 0.45496255341595426, 0.6872859533058483, 0.15396238172737087, 0.8945363092691421, 0.31526801259773896, 0.9124446410293229, 0.8950514730561749, 0.8282129818313083, 0.8223355223294754, 0.5808883713301863, 0.8959269325185535, 0.24141249383157115, 0.6944380263666797, 0.6488906932784114, 0.9456648075784032, 0.6043017230983829, 0.446387050242235, 0.5804855533769646, 0.20279590943525228, 0.6756997381959187, 0.4560849966761935, 0.6590929951901329, 0.6831843171625438, 0.23219096851697718, 0.15972831286230638, 0.14908518904146983, 0.2588947296257178, 0.024279480642646067, 0.20574997052420352, 0.5900983759336741, 0.743948625630233, 0.9765433286568987]}",3.411404047214829,-1,0.0,0.0
2024-12-25 23:41:21,2024-12-25 23:52:12,user_inicial_84,simple,Solicitud inicial de tipo simple - 7,"{""longitud"": 10, ""tipo"": ""simple"", ""vector_w2v"": [0.09533117813410497, 0.18022871074057334, 0.30296445679749584, 0.7469157256959195, 0.7565151108999671, 0.34365407765667855, 0.4511186088365503, 0.5663279865399153, 0.7471391326690658, 0.17760240159232354, 0.2684877991986473, 0.4891541581398715, 0.3164348655870418, 0.9411132091626078, 0.6482839328634008, 0.5461507307976278, 0.9676047246280935, 0.07388873286082498, 0.956557804145648, 0.02755109208926354, 0.9805799172229372, 0.8035540516789353, 0.1092112703268936, 0.2966652962001133, 0.7628323741846748, 0.9479901490058265, 0.5292620560784821, 0.7561999565746488, 0.6674415757844208, 0.5519603705963742, 0.7595622816743368, 0.04691096438894937, 0.5829989324010222, 0.2650907653528771, 0.2070261979385224, 0.20001556904458218, 0.12628765287355492, 0.024933718785796644, 0.8406704239698836, 0.3167200077049248, 0.09946223827647138, 0.352446906872385, 0.5036270464569275, 0.9503050442346386, 0.7966385682980224, 0.7145146184598046, 0.3709997119974515, 0.9712913857742546, 0.01667699191662375, 0.3998777050521708, 0.24804288372854666, 0.4073002172200746, 0.7673118354329923, 0.4317344963769133, 0.0669050864525298, 0.13059866306739654, 0.1800969216422359, 0.9185240776335986, 0.21538184132015592, 0.6014701807374514, 0.09453347485085617, 0.7609182158947768, 0.9672895224128835, 0.06820174915259325, 0.22979228390094464, 0.8859069725109298, 0.2581611848150608, 0.5937257112545848, 0.5608126255285477, 0.44101027930040826, 0.7901058051925204, 0.3350142523585331, 0.6230371832370191, 0.6064022809368567, 0.43122948978644826, 0.9846730893689605, 0.02317221389031099, 0.24184609923762046, 0.9974658913022642, 0.01841543502238907, 0.39375629674214263, 0.04475455120819127, 0.69598794599957, 0.6553575066985885, 0.6215533923532464, 0.0626804623964815, 0.4259856764421712, 0.6432180270176899, 0.29830633380938054, 0.6451009504426298, 0.69820372279027, 0.18580464130209295, 0.4906755703208131, 0.9261740877599205, 0.43805920664915976, 0.0964924047870972, 0.6304855377209787, 0.09552865248122977, 0.7370733774867, 0.6585219034936536]}",1.8827842851562009,-1,0.0,0.0
2024-12-25 23:35:54,2024-12-25 23:52:23,user_inicial_18,simple,Solicitud inicial de tipo simple - 8,"{""longitud"": 116, ""tipo"": ""simple"", ""vector_w2v"": [0.45338770263262507, 0.797202650975232, 0.905205272847105, 0.09072865229328453, 0.17842465484642744, 0.9372739365125343, 0.6445163465621848, 0.8167049367006652, 0.1427351799308032, 0.8515466830263071, 0.1841464666907141, 0.05416207136119322, 0.6862581868593027, 0.09012348804400572, 0.07086566849780307, 0.6936122891317326, 0.058140624672394114, 0.2207204098930372, 0.6630550846591095, 0.31034974138193583, 0.038085276055147554, 0.1785803151721228, 0.19561238336740172, 0.1770912248923211, 0.6209858060550288, 0.021541662473432588, 0.4779860039708349, 0.9552927792740765, 0.31533318550468037, 0.9495531425606224, 0.4622024207059312, 0.03738551710629312, 0.24724670340524735, 0.5695905399924055, 0.38324583560773706, 0.7904001468036762, 0.02451539489885901, 0.015687092666505698, 0.8368552687017974, 0.132069051658403, 0.09863520247753643, 0.9287817006812956, 0.3632189026806333, 0.3748206036241498, 0.44439386457956065, 0.8444290415761251, 0.43242599307043805, 0.053522912619816454, 0.09172335348035021, 0.8489533280967937, 0.07197922472677809, 0.44000916088284003, 0.2682355127591608, 0.4431412371797726, 0.8494093540290232, 0.16136015968047923, 0.08578658596702937, 0.24005546783093268, 0.9776537341229921, 0.9386723567445315, 0.2133165485439621, 0.162755652025236, 0.3751275877503363, 0.5117691446114594, 0.36459679887610286, 0.12709660382753918, 0.29909574668090644, 0.10729616477265191, 0.12045044629303447, 0.577388260228193, 0.025465140401996322, 0.4891015678726721, 0.9385363054421314, 0.6035557691807163, 0.7392925304644399, 0.281319717342004, 0.0049707057730797866, 0.07935451712884833, 0.2932919942184936, 0.5173680297762666, 0.7501762573274493, 0.6747658826251713, 0.3082078717027904, 0.026851101166104452, 0.6194547045899967, 0.04943917477873894, 0.3315996461569709, 0.5441870196453285, 0.08650239961240391, 0.3892657888938257, 0.9836650383036857, 0.6278629743994245, 0.8924273990646616, 0.8546619155807483, 0.47158035582773716, 0.11948023658006102, 0.852733728592105, 0.2634637582248499, 0.6215949784581132, 0.4513964519289382]}",1.7994791504917984,-1,0.0,0.0
2024-12-25 23:03:40,2024-12-25 23:52:17,user_inicial_13,simple,Solicitud inicial de tipo simple - 9,"{""longitud"": 63, ""tipo"": ""simple"", ""vector_w2v"": [0.48713572563231056, 0.23651498904241963, 0.10574791753633339, 0.6569992428576614, 0.35372735157220137, 0.6914564417545301, 0.5039877724735374, 0.660471714464683, 0.6931420038714206, 0.9366944464538131, 0.25027551599693465, 0.0026749829565222427, 0.9365383811436434, 0.899786363243125, 0.4123707209942665, 0.07698749715905162, 0.9720141238618263, 0.06720949848263869, 0.322775303803876, 0.1373017112353454, 0.1332142659992449, 0.4059823915462957, 0.21529473489251705, 0.34466028638758883, 0.9398028820528292, 0.7835344134859641, 0.6925376726474541, 0.11544198893160362, 0.5670757409806645, 0.4650681831263267, 0.22117702916052628, 0.7925106938170126, 0.46761954959201835, 0.4409524958047898, 0.21581056312310565, 0.1710315758391504, 0.9689400391993978, 0.13527690595796893, 0.5822981735484778, 0.5555576236363516, 0.12034797801783237, 0.7200663426536876, 0.06763008778162816, 0.9500512801334594, 0.6423276279128622, 0.804325231809771, 0.871999346308798, 0.3572192836812851, 0.6162069393683097, 0.8242736778843862, 0.18893853081027223, 0.27991269989819667, 0.5867297430960419, 0.3300536668145624, 0.2665786706185793, 0.7609181494308838, 0.6691409581967119, 0.011826603959257387, 0.6996037323990267, 0.7977631063376212, 0.3029903219491914, 0.9628284338626973, 0.24316199401749317, 0.06050229100256421, 0.03585107258845055, 0.04207729247443892, 0.6636935803506663, 0.7879691535855414, 0.7817998078323107, 0.17989095552709178, 0.5337392641774356, 0.010916024870411878, 0.8599053080624272, 0.32658714397096045, 0.42303709705333725, 0.87097509890019, 0.6866422151627435, 0.49892345304886876, 0.8997911828954132, 0.8064382357459019, 0.8140648355446733, 0.09494825564747256, 0.9621039688978497, 0.2803423757543193, 0.45185096774038536, 0.31134044644272507, 0.03490859238797428, 0.9959036809205122, 0.7382478871274126, 0.40143185160883976, 0.1629934986003807, 0.7802648512144235, 0.8335578853843516, 0.6578580237212336, 0.2916159357054521, 0.3503673051531244, 0.8342526919397232, 0.872621220009654, 0.048095748669630844, 0.006797549694156246]}",0.87851449316796,-1,0.0,0.0
