2024-12-28 02:27:08,2024-12-28 02:27:12,user_medio_1,simple,Consultar saldo,4.977626800537109,encolada,4.026331901550293,1735349232.8206217
2024-12-28 02:27:15,2024-12-28 02:27:19,user_medio_1,simple,Consultar saldo,4.977626800537109,encolada,3.6052420139312744,1735349239.5134528
2024-12-28 02:27:22,2024-12-28 02:27:27,user_medio_3,simple,Solicitar soporte,4.797010898590088,encolada,4.234396934509277,1735349247.7107496
2024-12-28 02:27:29,2024-12-28 02:27:38,user_medio_2,simple,Verificar mi plan,13.358839988708496,encolada,7.269529342651367,1735349258.1227014
2024-12-28 02:27:39,2024-12-28 02:27:47,user_medio_2,simple,Verificar mi plan,13.358839988708496,encolada,7.136007785797119,1735349267.223417
2024-12-28 02:27:50,2024-12-28 02:27:57,user_medio_2,compleja,Revisar historial de pagos,7.119867324829102,encolada,5.9802937507629395,1735349277.3997202
2024-12-28 02:27:59,2024-12-28 02:28:04,user_medio_2,simple,Consultar saldo,4.977626800537109,encolada,3.7495293617248535,1735349284.6790524
2024-12-28 02:28:06,2024-12-28 02:28:15,user_medio_1,simple,Verificar mi plan,13.358839988708496,encolada,7.69390344619751,1735349295.3199875
2024-12-28 02:28:16,2024-12-28 02:28:21,user_medio_2,simple,Solicitar soporte,4.797010898590088,encolada,3.7431793212890625,1735349301.2111526
2024-12-28 02:28:24,2024-12-28 02:28:31,user_medio_2,compleja,Actualizar método de pago,6.7927937507629395,encolada,5.400101661682129,1735349311.9550128
2024-12-28 02:28:36,2024-12-28 02:28:40,user_medio_1,simple,Consultar saldo,4.977626800537109,encolada,3.5706746578216553,1735349320.6590765
2024-12-28 02:28:44,2024-12-28 02:28:49,user_medio_3,simple,Solicitar soporte,4.797010898590088,encolada,4.248159170150757,1735349329.7523723
2024-12-28 02:28:53,2024-12-28 02:28:58,user_medio_2,simple,Consultar saldo,4.977626800537109,encolada,3.923957347869873,1735349338.2361217
2024-12-28 02:29:11,2024-12-28 02:29:33,user_medio_2,compleja,Revisar historial de pagos,7.20523738861084,encolada,6.233335256576538,1735349373.7125616
